"Costl_Arsol","Blue","Green","Red","NIR2"
0.0285605848235294,0.0308166303442623,0.0732190357241379,0.0305428539736842,0.611203804965517
0.0284005617058824,0.0308994965245902,0.0737553992068966,0.0307634988157895,0.624200874172414
0.0272926521176471,0.0297322203442623,0.0722507326034483,0.0296825453157895,0.61921966037931
0.0288300045294118,0.0314103958032787,0.0750211169827586,0.0316565211052632,0.631860805344828
0.0284274114117647,0.0312041010327869,0.0749594304655172,0.0317809492105263,0.636189467275862
0.0279574642941176,0.0307298891967213,0.0736028424310345,0.0311910226578947,0.630991559689655
0.0282452413529412,0.0309306527868852,0.0746574436551724,0.0314624865263158,0.637626432172414
0.0280645840588235,0.0308553965245902,0.0745202794655172,0.0316634946842105,0.627112932965517
0.0272228202941176,0.0298415183278689,0.0721963887758621,0.0303291792105263,0.620621282517241
0.0268295883529412,0.0297120376721311,0.0720585425862069,0.0310133181052632,0.615122060310345
0.034203709,0.0373356846393443,0.0955780253965517,0.0392748582105263,0.74017377737931
0.0338836401176471,0.0371356585409836,0.0961989809482759,0.0392512317894737,0.739644721172414
0.0334442585882353,0.0366548699836066,0.0946067267758621,0.0386752772105263,0.737586224689655
0.0328542231764706,0.0360047406885246,0.0925355867931034,0.0378558610789474,0.739490223275862
0.0331649158235294,0.0363789042459016,0.0935080161896552,0.0382705449736842,0.742020001206897
0.0329119602941176,0.0360781762622951,0.0931227162241379,0.0380553844473684,0.740057269827586
0.0328269465882353,0.0359051098196721,0.0928181374137931,0.0379102916052632,0.73942031
0.0327575459411765,0.0359245236885246,0.0930985757068966,0.0378739397105263,0.740015278862069
0.0332768989411765,0.0364848588688525,0.0945304408448276,0.0384846443947368,0.743117530413793
0.0333085002941176,0.0364274929672131,0.0937179222241379,0.0383257241315789,0.739461247206897
0.0409717797058824,0.0459248984098361,0.11303489512069,0.0498910326578947,0.717318207793103
0.0407567068235294,0.0455660945901639,0.112618817982759,0.0493075404736842,0.719184806793103
0.0402104876470588,0.0450995656885246,0.1116731875,0.0489072013947368,0.719610469689655
0.0402327052941176,0.0450479006557377,0.111606123189655,0.0490039597894737,0.71925003162069
0.0405021337058824,0.0454452013442623,0.112332687327586,0.0494347397368421,0.722201691275862
0.0397749740588235,0.0446742685409836,0.110806888465517,0.0483850747368421,0.718704937448276
0.040037377,0.0448054326065574,0.110964175775862,0.0485679063421053,0.718921325448276
0.0400297231176471,0.0447951909836066,0.110884789034483,0.0485451567105263,0.718646948517241
0.0408394768235294,0.0458088985081967,0.113386163362069,0.0498474336578947,0.722541813965517
0.0406950435882353,0.045759672852459,0.114282898672414,0.0498976691578947,0.728139698034483
0.0385484433529412,0.0422144194098361,0.09105947,0.0455846305263158,0.663174090724138
0.0392868371176471,0.0431402176393443,0.0922242101034483,0.0471658953947368,0.664434405034483
0.0386353684705882,0.0420498535737705,0.0897731491206896,0.0448648733947368,0.661675992448276
0.0371173814705882,0.0402386792295082,0.0853411391724138,0.0422392959473684,0.642732475
0.0396826322941176,0.04335691,0.0932059427241379,0.0465296961052632,0.674997057793103
0.0398785060588235,0.0435462968360656,0.0935267524310345,0.0467208008421053,0.67709682362069
0.0394531491764706,0.0430956559344262,0.0930478679310345,0.0462813902894737,0.677972504551724
0.0401824313529412,0.0439237772459016,0.0937075057758621,0.0475013307368421,0.674076511896552
0.0408198617058824,0.0445463856393443,0.0947382568448276,0.0479356635263158,0.680609698931035
0.0374371862941176,0.0404810493934426,0.0854719587931034,0.0428102491842105,0.642769882689655
0.0285078391176471,0.0311486653606557,0.0634572005,0.030097294,0.580698199793103
0.0281460921764706,0.0307726324590164,0.0625916421206897,0.0297731967368421,0.582201204172414
0.0278688314117647,0.030515336295082,0.0624405319827586,0.0294781156052632,0.584836920551724
0.0268988046470588,0.029455032704918,0.0605267497241379,0.0285175436842105,0.583483853344828
0.0269373639411765,0.0295116039836066,0.0604268695344828,0.0284978782368421,0.58627446362069
0.0287759597647059,0.0315382447213115,0.0645395190689655,0.0306562371052632,0.599508496275862
0.0282371125294118,0.0308676968032787,0.0628876989655172,0.0299010737105263,0.599399273724138
0.0269158015882353,0.0294497549508197,0.0602761419655172,0.0284246635526316,0.592074917517241
0.0272196722941176,0.0297920306885246,0.0609073280344828,0.0287869889473684,0.590503152482759
0.0275366624705882,0.0301190646393443,0.0614085477068965,0.0290687320526316,0.591234925413793
0.0364257836470588,0.039627696147541,0.0881736687586207,0.0406498862368421,0.666344989
0.034316272,0.0374927809836066,0.0830342223965517,0.0381773226578947,0.661553669172414
0.0346192385294118,0.0377535289180328,0.0834937661724138,0.0382867825263158,0.665303306586207
0.0326507715294118,0.0356343416065574,0.0784953346206897,0.0362924585,0.652647864068965
0.0330312488823529,0.0359951417540984,0.0795250878103448,0.0362507075789474,0.664906785482759
0.0332664621176471,0.0362333521967213,0.0802887983448276,0.0364515164210526,0.663754863344828
0.0331695281764706,0.0362453880327869,0.0804511887241379,0.0367471390263158,0.659756468758621
0.0328722417647059,0.0360280861147541,0.0795308037068966,0.0367408032894737,0.656720556
0.0337159085294118,0.0368038480327869,0.0810533086724138,0.0374856593947368,0.661183740206897
0.03270433,0.0357986264098361,0.0786173830862069,0.0364177654210526,0.653743778827586
0.0482179426470588,0.0543898563606557,0.0955341619482759,0.075508776,0.415464922517241
0.0471830808235294,0.0532635229180328,0.0941981389482759,0.0739455565,0.413337707655172
0.0483275091764706,0.0545953499344262,0.0961660140172414,0.0757466937368421,0.41732032637931
0.0488425912941176,0.0550488365081967,0.0964134962413793,0.076151774368421,0.418789205896552
0.0494555043529412,0.0558383822459016,0.0979601027413793,0.0770778215526316,0.424408618758621
0.0496113812352941,0.0560126012459016,0.0976170271206897,0.0774070986315789,0.42028596237931
0.0485435932352941,0.0547521356885246,0.0954153665517241,0.0760549563947368,0.412021132068966
0.0486961648235294,0.0550575808360656,0.0961265227068965,0.0764597550789474,0.414004018758621
0.0487446558235294,0.0551266525737705,0.096223681637931,0.0766821885,0.41326092962069
0.0471158298823529,0.0534290363606557,0.0934769117586207,0.0743793781052632,0.404454406965517
0.0815090017058824,0.0898337944590164,0.170358979741379,0.113250223815789,0.778409804551724
0.0812476482352941,0.0896991446885246,0.170377972413793,0.113218424631579,0.779299709689655
0.0819349644705882,0.0902667468196721,0.170025853672414,0.114404510789474,0.776959270793103
0.0832266727647059,0.0914885120819672,0.170530235862069,0.116061373631579,0.774433654965517
0.0835256382941176,0.0918055635901639,0.1701957575,0.116555050473684,0.773028431793103
0.0840663947058824,0.0923367990819672,0.170650643068966,0.117049769473684,0.772406640896552
0.0843481024117647,0.0923947690983607,0.16934090962069,0.117188737052632,0.768160492965517
0.084470684,0.0924452288360656,0.169008841413793,0.117092171763158,0.763644199965517
0.0839889964117647,0.0920165707377049,0.168628608810345,0.116528631210526,0.762157189655172
0.0843510577647059,0.0924429587868852,0.169493431224138,0.117164738657895,0.76386373937931
0.0724983405882353,0.0827347149836066,0.194418112431034,0.104083135394737,0.831542627344828
0.0736795625294118,0.0841182972622951,0.196740892896552,0.106475978657895,0.833780080551724
0.073311508,0.0836702026721311,0.196106056965517,0.105822231868421,0.832987564413793
0.0729433136470588,0.0832597837704918,0.195129875775862,0.104962161552632,0.832320914586207
0.0736576808235294,0.0840091753442623,0.196184563241379,0.106102645631579,0.832091613206897
0.0722926725294118,0.0826237305901639,0.19485212237931,0.104171837263158,0.833537515137931
0.0739056562941176,0.0843367648852459,0.196637640551724,0.106472879789474,0.833594471344828
0.0736408445882353,0.0840942772295082,0.196931947137931,0.106509856078947,0.835138285068965
0.0742312491176471,0.0848274500655738,0.198621073655172,0.107808459473684,0.838444749241379
0.0741092800588235,0.0847400641803279,0.198466665827586,0.107566421631579,0.838061330344828
0.137207225882353,0.162903671163934,0.234875041827586,0.286525908921053,0.52866235237931
0.137389858235294,0.163264783737705,0.235877619155172,0.287561103394737,0.533211856310345
0.136821094470588,0.162560574688525,0.235181741448276,0.286290722157895,0.532694758241379
0.136248390705882,0.162004016065574,0.234743461775862,0.284941580394737,0.535807229103448
0.135748148882353,0.161235771491803,0.234039426051724,0.283114030184211,0.535736443241379
0.135209958176471,0.160631568098361,0.233012672482759,0.282060655605263,0.533572209689655
0.135261847235294,0.16066951742623,0.232875381982759,0.282430732578947,0.532074364793103
0.13522633,0.160624032393443,0.232724415637931,0.282612622657895,0.532546278931034
0.135788438647059,0.161379239540984,0.233571783689655,0.283799857263158,0.532981565310345
0.135970694529412,0.161422439409836,0.233688201931034,0.284105623,0.532484602793104
0.150724661411765,0.173374499065574,0.239091647362069,0.275906746921053,0.506199586034483
0.150725116411765,0.173334305918033,0.239877992275862,0.275384434421053,0.511974416827586
0.150177770058824,0.172787530737705,0.239231107224138,0.275167611210526,0.509644288931035
0.149980416411765,0.172548247622951,0.238903788431034,0.274747935315789,0.509122322965517
0.150370026941176,0.172792569377049,0.239331760465517,0.274206728447368,0.512512067137931
0.150498793764706,0.172946555098361,0.23927011387931,0.274327546052632,0.511393426517241
0.149707450823529,0.172366368327869,0.239495381103448,0.274935119210526,0.511515144482759
0.149362540882353,0.172051803901639,0.238830550568966,0.274771335342105,0.50852958362069
0.149274141117647,0.171890922983607,0.238791762724138,0.274557876973684,0.509685127344828
0.149090947235294,0.171642322442623,0.238236479241379,0.274484189578947,0.507278647758621
0.0460041810588235,0.052887905557377,0.144929779344828,0.0667140239736842,0.779063638206897
0.0458728307058824,0.0527312551967213,0.1452905455,0.066450007368421,0.782229369275862
0.0457903247647059,0.0525809875737705,0.144963254137931,0.066273874131579,0.781850258344828
0.0452991582941176,0.0520068819508197,0.144762652637931,0.0654433906315789,0.785074977689655
0.0451726029411765,0.0519293580819672,0.145114897344828,0.0652722097368421,0.789073876448276
0.0453500279411765,0.0521653472295082,0.145369556913793,0.0656517372894737,0.788191734172414
