"Blue","Green","Red","NIR1"
0.049390064295082,0.0823619706153846,0.0596096596790123,0.492044708703704
0.0176453010819672,0.0331966076153846,0.0325401204567901,0.243889772296296
0.018924123,0.0341009938791209,0.032493153345679,0.217608741740741
0.0339555187704918,0.0614229599450549,0.0620069737160494,0.407942366222222
0.0233182671147541,0.0392871491868132,0.028409519,0.474933565469136
0.0281469953606557,0.0503743339230769,0.0349095503827161,0.566867250728395
0.0347008298688525,0.0500831986923077,0.0436290778641975,0.346385789790123
0.0218130142459016,0.0358675195494505,0.0268072732098765,0.425804977740741
0.0222259328852459,0.0431516125934066,0.0308022325925926,0.473892157074074
0.0233945971639344,0.0462847676153846,0.0317489110987654,0.395836362839506
0.0302799050819672,0.0465508056703297,0.0404142809506173,0.407079057444444
0.0288135726557377,0.0440998913186813,0.0356481974814815,0.396707733407407
0.0239416914098361,0.0436021298901099,0.0381792857160494,0.331677241382716
0.0405541751967213,0.0710395024285714,0.057347247617284,0.473158642617284
0.0215194784918033,0.0474530604285714,0.0332499235802469,0.459516254407407
0.0200283443934426,0.0328668230989011,0.0268045694938272,0.320192946160494
0.0262344489836066,0.0491151440769231,0.0354562786419753,0.35211832654321
0.0389600503442623,0.0547111452967033,0.0476218472962963,0.310342201259259
0.0541169125409836,0.10862160810989,0.0874209613209877,0.773693131641975
0.046780951147541,0.0888639772307692,0.0771559110493827,0.707467888259259
0.0814124142131148,0.120656412978022,0.107110604098765,0.719418664333333
0.0771493884098361,0.130074942692308,0.109469658765432,0.889838343
0.0840057871311475,0.130758922549451,0.123267313444444,0.758855113185185
0.0718794238196721,0.121913164824176,0.109004916555556,0.856083337765432
0.0681493747213115,0.115168346065934,0.107789580197531,0.708161943296296
0.0382582780163934,0.0735001588131868,0.0591344165432099,0.636082831037037
0.061247863147541,0.0949700209010989,0.0969426890864198,0.431920918666667
0.0641653206065574,0.12021237289011,0.116866898901235,0.556621303259259
0.0487723330819672,0.0823682976703297,0.0872411652098765,0.371110892283951
0.0630269243770492,0.0932199168571429,0.0894064155679012,0.356205402024691
0.0521421036065574,0.0885300736153846,0.0948249309876543,0.420514640530864
0.0362767099508197,0.0656031506263736,0.0596412790864198,0.326915478493827
0.0287410775245902,0.0591871101098901,0.0582524778765432,0.468065019851852
0.0360342767868852,0.0657955136923077,0.0611279106049383,0.504722943950617
0.0438237795081967,0.0700029668131868,0.0710828997654321,0.518467822950617
0.0548990998852459,0.0824322931648352,0.0764197905061728,0.587126903123457
0.053116032,0.103934584571429,0.0986025992345679,0.465734273271605
0.0599762956557377,0.114892998274725,0.110249891432099,0.614874660148148
0.0542387906065574,0.0845653056263736,0.079117242345679,0.42004195662963
0.0752870122786885,0.127931330527473,0.149610177691358,0.468936145716049
0.0677121368032787,0.114328981516484,0.123390308098765,0.418174157679012
0.0873013331639344,0.132158840835165,0.164672613950617,0.432044305506173
0.0779489690983607,0.132924044406593,0.153901557814815,0.48568222862963
0.0941533719836066,0.145954325483516,0.171345686654321,0.443985154530864
0.0665353657868853,0.122508814615385,0.136657254777778,0.438175932419753
0.042568130852459,0.0628962581208791,0.063588044654321,0.521549407938272
0.0325048507213115,0.0512525618461538,0.0426850697530864,0.647064328308642
0.0261121844754098,0.043153303021978,0.0324127522839506,0.486228018469136
0.0354685609180328,0.0629509480659341,0.0498699263580247,0.664759947604938
0.0284475512622951,0.0555259877472527,0.0425570530123457,0.599561736876543
0.0273254299016393,0.0530593596263736,0.0463577509876543,0.41369603545679
0.0463695028196721,0.0662012072527473,0.0553141322222222,0.571273390740741
0.0560590778852459,0.0783754427582418,0.0674526357901235,0.515747608444444
0.0353463528032787,0.0574473255714286,0.0439248335432099,0.493309891209877
0.0549176300819672,0.0867534909230769,0.068061222962963,0.65295686145679
0.0361195251639344,0.0702656107032967,0.0569031448024691,0.529608615123457
0.0410783132295082,0.0710144681868132,0.0591050510493827,0.575408260148148
0.0588910964098361,0.0931683224065934,0.0892801545802469,0.508016899975309
0.0380619416065574,0.0765552887692308,0.0670605207283951,0.513210934271605
0.0344287814098361,0.0702605695714286,0.0523879918024691,0.566221039777778
0.038277900704918,0.0608349712197802,0.0559671853580247,0.415513777987654
0.0492469616065574,0.0782264634175824,0.0683911621851852,0.536048380012346
0.0434336117704918,0.0765749536703297,0.0767000126790123,0.425228144222222
0.0528171547213115,0.0885845215494506,0.0778401518641975,0.490169311
0.0406794957868852,0.0665332363406593,0.0614487989382716,0.458007775222222
0.0340228593770492,0.056383838956044,0.053522986308642,0.402914829654321
0.0477741753934426,0.0827591097692308,0.0677202757530864,0.571472605691358
0.0277169424262295,0.0595052368021978,0.0461391029382716,0.459093561209877
0.0266871482295082,0.0482308907362637,0.0428770809012346,0.351224715679012
0.0304622255081967,0.0596062388021978,0.055472096962963,0.388845389765432
