"Costl_Arsol","Blue","Green","Red","NIR2","SWIR1","SWIR4"
0.036119351,0.0385369547213115,0.0587031382068966,0.0444296116052632,0.321371661896552,0.170780559294118,0.0814652719521277
0.0436078338823529,0.0529412781147541,0.125460579275862,0.0754842960789474,0.791230741827586,0.264549440458824,0.116277173042553
0.0355828614705882,0.045651829442623,0.100925577517241,0.0701813297368421,0.728592440137931,0.230981306635294,0.0984164473617021
0.0717178188823529,0.0803804405409836,0.131773503689655,0.0998419545,0.739618131034483,0.193826425894118,0.0711059826755319
0.0643812245294118,0.0757510780819672,0.144736387965517,0.0988167703421053,0.914676034551724,0.256978164717647,0.10778405125
0.0682896088235294,0.082615077295082,0.1440259195,0.117333321736842,0.784925407586207,0.304930776776471,0.152831362026596
0.0570223564705882,0.0704842715737705,0.136142593637931,0.101271983236842,0.882371992310345,0.2704128244,0.116301284420213
0.0527399473529412,0.0667211823278688,0.128248138431034,0.102128480815789,0.730806469034483,0.267270999388235,0.123161560792553
0.0303439327058824,0.0373806595245902,0.0835538074310345,0.0523173289736842,0.655124899793103,0.206514090435294,0.0892775840265957
0.0517962881176471,0.0603510938196721,0.105347067224138,0.0930272629736842,0.446295221724138,0.1460231752,0.0570811378882979
0.0498748968235294,0.0627471775245902,0.137539120189655,0.107432907,0.570068665137931,0.203316413294118,0.0811884056914894
0.0381455954117647,0.047801625704918,0.0925403608275862,0.0846941103421053,0.387278736931034,0.154152165011765,0.0724162803351064
0.0545023846470588,0.0621749538196721,0.10184822937931,0.0851350996578947,0.367595531793103,0.132127932823529,0.0547681124574468
0.0402123564705882,0.0510649981967213,0.0994324219482759,0.0929191508947368,0.438203174689655,0.182769251658824,0.0906902967287234
0.0284633742352941,0.0355103759508197,0.0742198755344828,0.0549026787105263,0.337130287344828,0.122298623035294,0.0558701633138298
0.0191474202352941,0.0278539235737705,0.0680271281551724,0.0549892709210526,0.485086571206897,0.158721451435294,0.0649266847180851
0.0287483765882353,0.0352940717377049,0.0747832739137931,0.0569489735526316,0.520451385310345,0.1656408638,0.067312112037234
0.0338975367647059,0.0430178367540984,0.0776386272586207,0.0693523255526316,0.535425078241379,0.174013623117647,0.0780023766595745
0.0467311561176471,0.0541812226557377,0.0906414008448276,0.0725241447894737,0.602842496206897,0.186018696388235,0.0773829887340425
0.0418401198235294,0.0518696713606557,0.119607187224138,0.0895398423684211,0.481496495344828,0.180086314023529,0.0773831244893617
0.0469921831764706,0.0586721589016393,0.13247029537931,0.100917132026316,0.631922885172414,0.2412981688,0.114527507037234
0.0467066471176471,0.0534839551311475,0.0939095786724138,0.0739013695526316,0.432248988758621,0.134012002094118,0.048087284893617
0.055933897,0.0736546159344262,0.144431361362069,0.148065382,0.493198584689655,0.275820444152941,0.136885427606383
0.0524263962352941,0.0663200710819672,0.128472746965517,0.118726847289474,0.437485298344828,0.188114884058824,0.0887086695053192
0.0656319413529412,0.0856248841967213,0.145585244965517,0.169436755684211,0.460452009068965,0.294702674517647,0.15594933387766
0.0588916256470588,0.0762685625081967,0.15000959,0.151578927947368,0.51087823,0.275945117329412,0.138702816404255
0.0732465353529412,0.0924634453606557,0.162154671862069,0.171021973631579,0.466531486310345,0.280497614882353,0.151169245638298
0.0489539919411765,0.0650142857213115,0.14091238112069,0.131066430947368,0.455664555896552,0.240524531494118,0.113252328053191
0.0359138821764706,0.0419872698360656,0.0689677756034483,0.0621137012894737,0.544219577517241,0.1528571738,0.0667415007925532
0.0284740992941176,0.0320727942295082,0.0567468273965517,0.0392287157894737,0.667068667482759,0.137063378905882,0.048291159106383
0.0239168124117647,0.0257596676393443,0.0479433693448276,0.0281287126052632,0.496742303172414,0.0998188354941176,0.0344754570638298
0.0309638315882353,0.0348844939672131,0.0711766203448276,0.0440751848157895,0.684170535724138,0.181802013741176,0.0813063419095745
0.0240250365294118,0.0278510937868852,0.0634074172586207,0.0367339117631579,0.616122037068966,0.129629664835294,0.0469708429414894
0.0225800838823529,0.026764888147541,0.0610537560344828,0.0415395043421053,0.423032288172414,0.120726609741176,0.0536737687234043
0.0430836226470588,0.0459520284098361,0.0720533911034483,0.0509529623157895,0.588208887034483,0.161861342764706,0.0640079350638298
0.0520253941176471,0.0555708595737705,0.0849852865862069,0.0621754837894737,0.531859599896552,0.146534345388235,0.0547824671276596
0.0326729612352941,0.0349231895081967,0.0640267115862069,0.0378348677894737,0.500804109310345,0.1218535626,0.0475596250159574
0.0502885795882353,0.0542675289508197,0.0961074804827586,0.0601219657368421,0.664033411137931,0.1857024926,0.0670871941542553
0.0300507907647059,0.0353463357704918,0.0803838848103448,0.0489017630263158,0.53992516562069,0.111940794882353,0.0389342648723404
0.0352376905294118,0.0403570256065574,0.0795435064137931,0.0530947698157895,0.587672363965517,0.114837247305882,0.0370775243670213
0.0503537889411765,0.0580189209508197,0.103626820775862,0.0841102813947368,0.519362304413793,0.158707388423529,0.0645258578031915
0.0305962561764706,0.0371851177704918,0.0884213514827586,0.0593009928947368,0.523519988344828,0.130705225788235,0.0518491745531915
0.0295551308823529,0.0337165908196721,0.0811698965172414,0.0433824288947368,0.573079735034483,0.132438728141176,0.0460103023297872
0.0326797348235294,0.0376864807213115,0.0673971912068966,0.0524373677894737,0.428034984724138,0.0981914586823529,0.0404797374840426
0.0438715028235294,0.0486273676229508,0.0872806264655172,0.0624912818157895,0.550758067137931,0.157150185152941,0.0603955452712766
0.033897163,0.0424991439508197,0.0864343879655172,0.0726935285526316,0.440809465,0.131249990847059,0.0577861099308511
0.0457237027647059,0.0519722349836066,0.0992794071896552,0.0702702105789474,0.503969147965517,0.150959221670588,0.0611352429946809
0.0340477024117647,0.0400155279180328,0.0742659943965517,0.0572995166578947,0.47255298337931,0.128346763894118,0.0544608318031915
0.0280281824705882,0.0334344304918033,0.0630581147241379,0.0504166183947368,0.418560787655172,0.123916912011765,0.0507596915265957
0.0416384741176471,0.047065013704918,0.0937747176551724,0.0596748388684211,0.583705446689655,0.183689040282353,0.0751783217978723
0.0224612827058824,0.0270407139016393,0.0692050546034483,0.0385550197894737,0.469656071551724,0.110987590235294,0.0416008618085106
0.0220021926470588,0.0261732068032787,0.0547508398965517,0.0389656547105263,0.361752991344828,0.0872621023411765,0.0337493138510638
0.0238350802352941,0.0297472869836066,0.0685931108448276,0.0500390306842105,0.400890860068966,0.110975431776471,0.0501280748776596
