"Blue","Green","Red","NIR1"
0.0305021071803279,0.0690086714225352,0.0269708582222222,0.602248262957447
0.0305764429344262,0.0695429034507042,0.0272517524722222,0.615110164567376
0.0294193956557377,0.0679882164507042,0.0261270011944444,0.610287608751773
0.0310754117377049,0.0707243537042253,0.0280981996944444,0.622820559879433
0.0308616770163934,0.0706544280985915,0.0282278527222222,0.626824873822695
0.0303912660163934,0.0694183357464789,0.0277071463888889,0.621765530021277
0.0305933653606557,0.0703449485633803,0.0279375529722222,0.628155151212766
0.030521943442623,0.0701173007887324,0.0280325433333333,0.617756765964539
0.029513852557377,0.0679619493098592,0.0268191062222222,0.611112236929078
0.0293781589836066,0.0677414419577465,0.0276051610555556,0.60532341577305
0.0368958997540984,0.0894625803098592,0.0341322647222222,0.731221338255319
0.0366880275409836,0.089887303,0.0339745583611111,0.730797401865248
0.0362160323114754,0.0884716097605634,0.03348051325,0.728712236730496
0.0355727757540984,0.0866126445633803,0.0328546127222222,0.730444382375886
0.0359354886721312,0.0875202374366197,0.0331647783333333,0.732910945340426
0.0356455452295082,0.0871178755070423,0.0329700788611111,0.730881564822695
0.0354797660163934,0.0867807837746479,0.0328127001111111,0.730250343319149
0.0354885704426229,0.087063705915493,0.0327697028888889,0.730810814893617
0.0360526257213115,0.0884008229859155,0.0332711902777778,0.734022106758865
0.0359946261311475,0.0877007471126761,0.0331336681666667,0.730597817219858
0.0453543424262295,0.10593524984507,0.0434588194444444,0.708289359517731
0.0450094744262295,0.105544063957746,0.0428631029444444,0.710352541858156
0.0445415732295082,0.104693733732394,0.0425688291944444,0.710645007198582
0.0444855652786885,0.104631361887324,0.0426734085833333,0.710496338397163
0.0448790159344262,0.105332431887324,0.0430736107222222,0.713318874148936
0.0441155515901639,0.103863913802817,0.0420631208611111,0.709589019148936
0.0442484782131148,0.104029576338028,0.0422164334444444,0.709815480092199
0.0442379183934426,0.103951026253521,0.0421823893888889,0.709769905177305
0.0452462523934426,0.10620121184507,0.0433502696111111,0.713327979758865
0.0451844089016393,0.107018953901408,0.0433053803055556,0.71920030948227
0.0418247571639344,0.0856077313521127,0.0414134119444444,0.654206271702128
0.0427400228196721,0.0867315845070423,0.0430081789444444,0.655237899
0.041676954704918,0.0845540986056338,0.0408286840833333,0.652535959198582
0.039892512295082,0.0803799700704225,0.0383270761944444,0.633620293780142
0.0429611442459016,0.0877303310422535,0.0422451107777778,0.665836038191489
0.0431461810983607,0.0880318671690141,0.0424454288888889,0.667859919347518
0.0427051769836066,0.087538011084507,0.0419543111944444,0.668814918241135
0.0435245205081967,0.0882073424084507,0.0432780794166667,0.664753712198582
0.0441487641639344,0.0892357805352113,0.0436926129444444,0.671462510496454
0.0401332517868852,0.0805360291126761,0.0389920658333333,0.633725554609929
0.0308635500655738,0.0606783038169014,0.0273318615,0.571474585503546
0.030482618147541,0.0598610161408451,0.02705003975,0.573006781021277
0.0302273501639344,0.0596806028873239,0.0268114120833333,0.575643427503546
0.0291738289180328,0.0578408021126761,0.0259298094722222,0.57415874093617
0.0292430897540984,0.0577418218028169,0.0259055093611111,0.576940746546099
0.0312438729016393,0.0616575541971831,0.0278609188333333,0.589755395475177
0.0305813920983607,0.0601262616338028,0.0271974556944444,0.589801355723404
0.0291778327377049,0.0576033275070423,0.0258272498611111,0.582389225964539
0.0295229401639344,0.0582332952112676,0.0261552870833333,0.581030165914894
0.0298439799016393,0.0586989005633803,0.0264106491944444,0.581597229624114
0.0392281643114754,0.0832710132253521,0.0360701339722222,0.657766895794326
0.0371138120163934,0.0785612915211268,0.0339043095555556,0.652894870170213
0.0373754306557377,0.079058634084507,0.0339679844444444,0.656638861801418
0.0352740206557377,0.0743491034366197,0.0322469156944444,0.643775121751773
0.0356352426557377,0.075361966084507,0.0321409257222222,0.656069628801418
0.0358597298032787,0.0760404795492958,0.0322451299444444,0.654998454794326
0.0358686323934426,0.0761831144225352,0.0325804085277778,0.650873334893617
0.0356603662786885,0.0752998144929578,0.0326316710833333,0.647892674801418
0.0364302872786885,0.0767574229859155,0.0333753344444444,0.652256613680851
0.0354263188688525,0.0744585662957746,0.0323796555555556,0.644834195262411
0.0539048068196721,0.0900764442535211,0.0730244800555556,0.405981553141844
0.0527920837377049,0.088776338028169,0.0714664010277778,0.40397589422695
0.0541127040655738,0.0906631267323944,0.07324958225,0.407750884957447
0.054565358,0.0909641204507042,0.0737177355277778,0.409543047524823
0.0553415236557377,0.0924410425915493,0.0744962949166667,0.415186208631206
0.0555201155901639,0.0921334592676056,0.0749277525833333,0.410984496489362
0.0542817759344262,0.0899847692112676,0.0736399293888889,0.402758785638298
0.0545779949180328,0.0906721477746479,0.0740059473611111,0.404712719475177
0.0546411930327869,0.0907688272112676,0.0742811680277778,0.404089357269504
0.0529565424590164,0.0881192236338028,0.0720420277222222,0.395393427595745
0.0891580402786885,0.160751861408451,0.105791103055556,0.767257235950355
0.0890117903934426,0.160748527788732,0.105798835638889,0.768159999687943
0.089583570852459,0.160490075295775,0.107053854194444,0.765744134333333
