"Blue","Green","Red","VRE2","NIR1"
0.0627195810795455,0.0679315913930348,0.0824471775148515,0.257741165910891,0.410259467032419
0.02278779125,0.0298888741840796,0.0421331495841584,0.11989891729703,0.204276528134663
0.0239143780681818,0.0305491345522388,0.0432741682673267,0.114073398950495,0.187137920279302
0.0424786980056818,0.0563378351343284,0.0835108617425743,0.218691824089109,0.355455853286783
0.0295344530056818,0.0323341767313433,0.0437785769009901,0.209196099940594,0.380902833603491
0.0369151131079545,0.0405838063482587,0.055608908029703,0.259924161683168,0.459141049102244
0.0403576942386364,0.0447826288208955,0.0574863608613861,0.172982570138614,0.289690919613466
0.0272513971534091,0.0299157041641791,0.0423969257326733,0.191482778435644,0.344099908498753
0.0294810844659091,0.034660904721393,0.0500266440693069,0.219368343029703,0.386772568002494
0.0320619757954545,0.0366790196368159,0.048961759039604,0.19282434770297,0.325648167204489
0.0353833296420455,0.0411609210447761,0.0547158452277228,0.189925829118812,0.332800256588529
0.034163097125,0.0381288725223881,0.0491941430594059,0.181939791732673,0.323355792189526
0.0300938266022727,0.037852645079602,0.0515822002871287,0.161912392920792,0.277998203321696
0.0517102145738636,0.0603576770049751,0.0795754782970297,0.235568065178218,0.405687675374065
0.0309475684034091,0.0374014185671642,0.0515439163267327,0.211262727128713,0.37804500534414
0.0248056926193182,0.0282101703731343,0.0391158536732673,0.150521588118812,0.258579590376559
0.0343910092443182,0.0398439005422886,0.0498819362079208,0.173008379257426,0.291048166750623
0.0443385153295455,0.0491028026965174,0.0598724263168317,0.161055332772277,0.260039337668329
0.0706257358465909,0.0907318591094527,0.111386423207921,0.375745031069307,0.622425866374065
0.058409685625,0.076442852,0.0980917216831683,0.329127574118812,0.567738027438903
0.0926921966704545,0.108206041338308,0.126664412069307,0.349892236554455,0.580387135730673
0.0922864494034091,0.112516485761194,0.135513868356436,0.425018286237624,0.713081040793017
0.0947573967613636,0.118736644019901,0.146872997168317,0.380487837574257,0.624214625875312
0.0843250508352273,0.107460531995025,0.134036260574257,0.405846468841584,0.68924254146384
0.0794532686363636,0.103090041746269,0.130068428277228,0.351887621227723,0.581340194810474
0.0485658701875,0.0615792610646766,0.0772928105643564,0.290159280613861,0.511146719650873
0.0696291461136364,0.0888959813930348,0.11293595609901,0.240025992188119,0.362807123875312
0.0787189052443182,0.107997837716418,0.139629858594059,0.316732142267327,0.46700320344389
0.0568612995511364,0.0772140241741294,0.103352110722772,0.210758203831683,0.317336821236908
0.0709292138806818,0.0858385686218905,0.10308450270297,0.207232721970297,0.302365028860349
0.0607165938125,0.0832315583283582,0.113721891207921,0.237456246267327,0.359374184122195
0.0439426197045455,0.0577137102636816,0.0729834414752475,0.179050854524752,0.273324877568579
0.0361081265284091,0.0526949862139303,0.0754424297524753,0.226561583029703,0.381644493950125
0.0442908202613636,0.0582437573084577,0.0776765818811881,0.242076933346535,0.410023623426434
0.0489495171761364,0.0650045692437811,0.0860402888910891,0.24206016229703,0.418578693226933
0.0613252516761364,0.0748486352487562,0.091722367,0.273205104980198,0.473169188002494
0.0679826720454546,0.092130465039801,0.118818329524752,0.26632681080198,0.395491079009975
0.0750028015227273,0.102515138,0.134958152118812,0.333820858871287,0.511655475493766
0.0625752096590909,0.0766963399104478,0.0943350117821782,0.226314770861386,0.347475929137157
0.0860712943522727,0.124606709855721,0.175280791722772,0.296571846217822,0.419840722159601
0.0784169283977273,0.108062125820896,0.144664437009901,0.258987468128713,0.368108257598504
0.0939139451875,0.133709293412935,0.190520509445545,0.284830778643564,0.398849941608479
0.0899470953238636,0.128916121547264,0.180335854782178,0.306484061514851,0.435922099017456
0.1037936860625,0.144011523333333,0.195332648079208,0.297872201861386,0.404468131730673
0.0793502770681818,0.116220325124378,0.15941727280198,0.27991054080198,0.388381322738155
0.0472558201988636,0.0589853267412935,0.0755288130693069,0.221199336980198,0.412830719563591
0.0379787603636364,0.0445790799800995,0.0550676144752475,0.249859498950495,0.4926261009601
0.0320624668125,0.0361422765124378,0.0423718257128713,0.193645791138614,0.364590327147132
0.0444087065340909,0.0530514751542289,0.0657510325940594,0.275292882118812,0.515145099805486
0.0375282440056818,0.0457437955621891,0.0582220744356436,0.254507434079208,0.462558074695761
0.0351883016193182,0.0457256866218905,0.0577333368514851,0.189019840019802,0.322754457122195
0.0526731348920455,0.0585643174328358,0.0671148466831683,0.241927410980198,0.449214220738155
0.0630393419659091,0.0702807031044776,0.079219821009901,0.232159105039604,0.40778489498005
0.0429423676988636,0.048563139880597,0.0549852633861386,0.211858513584158,0.375735168982544
0.0656289714318182,0.0741481893880597,0.0846740982277228,0.295446439188119,0.509141332593516
0.0471482708238636,0.0590354312636816,0.0732405197029703,0.252757510762376,0.413383334730673
0.0506826223806818,0.0610137124079602,0.0745354968910891,0.262046644564356,0.446335488628429
0.0685985503125,0.0850160819004975,0.105347656485149,0.261047307643564,0.409570186907731
0.0501191196931818,0.0657860992636816,0.083630790029703,0.253354930475248,0.406733121758105
0.0468901020170455,0.057201100278607,0.0695561542079208,0.264660997811881,0.438325297952618
0.0447119279090909,0.0546511604328358,0.0682107611188119,0.196766851277228,0.32883921698005
0.0582629449034091,0.0691909612736318,0.0837226662079208,0.254197131881188,0.428671787204489
0.0521796163920455,0.069966517159204,0.0929034613960396,0.222200339306931,0.349131511326683
0.0638324895681818,0.0779122624975124,0.0942210334455446,0.250530237623762,0.398383809852868
0.0477786609488636,0.0596495278706468,0.0749578193366337,0.217291163524752,0.367190413294264
0.0399748612897727,0.0509257389502488,0.0658791722079208,0.188816961425743,0.324046246885287
0.0586502568409091,0.0708218303880597,0.0850736747821782,0.274714568633663,0.456537579147132
0.0380845268068182,0.0487698608955224,0.060144533960396,0.21572873,0.361209620082294
0.0330726452613636,0.0421422583482587,0.0540114052376238,0.167311327574257,0.279322854413965
0.0388968446875,0.0524697995721393,0.0697727365841584,0.195781775485149,0.314058762872818
