"Costl_Arsol","Blue","Green","Yellow","Red","VRE2","NIR1"
0.0215302746078431,0.0255688493114754,0.0457902397183099,0.0367000465294118,0.049114619625,0.434665015461538,0.497565890138889
0.0266368340980392,0.0345580044426229,0.0667972943239437,0.055736119372549,0.0772729639375,0.598918573961538,0.687056963138889
0.020647270627451,0.0275171075409836,0.0593435797746479,0.0483441045882353,0.0696692861875,0.545084036346154,0.618180520944444
0.0183308393921569,0.026441464704918,0.0561443011549296,0.0509694296862745,0.0675074881875,0.377957834538462,0.424040899305556
0.0391613535882353,0.0457174778360656,0.0691373181690141,0.0597474668235294,0.0747491925,0.518846533384615,0.590770679527778
0.0479980711764706,0.0552950806557377,0.081452106084507,0.0726797600784314,0.0884549845625,0.463943258,0.534384033
0.0292381760784314,0.0346957469016393,0.0607220994225352,0.0499746196078431,0.06427076,0.451042609230769,0.500886830333333
0.0453975141568627,0.0539092910163934,0.0914581975070422,0.0760810330392157,0.097353781625,0.603297349153846,0.665100673972222
0.0257475328039216,0.0349062825573771,0.074620875056338,0.0645226809019608,0.087417702125,0.493428422538462,0.54108114075
0.0314891899019608,0.039943183147541,0.074991669,0.0649507627254902,0.0857615484375,0.529821475846154,0.58902712275
0.045260764254902,0.0574974415081967,0.0968163139577465,0.0940151575686275,0.1192164015,0.472218462307692,0.520718111333333
0.0259800362941176,0.036677575704918,0.0809925915774648,0.0743344823137255,0.0990959899375,0.477919157730769,0.524783454361111
0.025798529,0.0333229093770492,0.0751961739295775,0.0612574727058824,0.0849011160625,0.531545226576923,0.573295110888889
0.029026870372549,0.0373370652131148,0.0634764113521127,0.059324533627451,0.0781154701875,0.379208764653846,0.429702125611111
0.0393148838823529,0.0482721190163934,0.0818691997323944,0.0741489840980392,0.0959797830625,0.493948452653846,0.552987255694444
0.0287982127254902,0.0419325527540984,0.0797804519295775,0.0801331880980392,0.1083198713125,0.388942801076923,0.443461343444444
0.0406712711960784,0.0514852899508197,0.0928731014929577,0.0849639983333333,0.11081677975,0.45446758,0.506331101944444
0.0292609755098039,0.0396196956557377,0.069482761971831,0.0653687805686275,0.0858713733125,0.418106468923077,0.474888216777778
0.0236977379215686,0.0330810577213115,0.0588356808591549,0.0563969531960784,0.075907827375,0.362733409961538,0.42128150125
0.0353305755490196,0.0466625519180328,0.0873642258732394,0.0757157551568627,0.0995847326875,0.533275786653846,0.585510579583333
0.0182294388823529,0.0266575038196721,0.0636386516901409,0.0534891534705882,0.0734276283125,0.426442545230769,0.470848923166667
0.0185765094313726,0.0258738949672131,0.0507773600422535,0.0465895966862745,0.0634028835,0.3223437425,0.363218893472222
0.0195602729411765,0.0293262797540984,0.0626709896056338,0.0603794788431373,0.083868058375,0.358467160692308,0.402813172194444
