"Blue","Green","Red","VRE2","NIR1"
0.0324319006619718,0.0684065611358025,0.030399206295082,0.293920393463415,0.595677675638298
0.0325516787183099,0.0689378379876543,0.0306873410327869,0.298530246634146,0.608290680546099
0.0313588493380282,0.067429835962963,0.0295701418688525,0.295588108414634,0.603760928361702
0.0331023866478873,0.0701742336666667,0.0315714593934426,0.302724847414634,0.615938384609929
0.0329103098169014,0.0700832115802469,0.0316933727213115,0.30351881,0.619838037106383
0.0324033075774648,0.0688223903209877,0.0310859600983607,0.299329007707317,0.61469281048227
0.0326267427887324,0.0697753977777778,0.0314002536229508,0.303155604609756,0.621190493446809
0.032537725971831,0.0695809376790123,0.031538813,0.298947165512195,0.610557500475177
0.0314695805211268,0.0673838495555556,0.0302119985245902,0.293959094512195,0.60400265935461
0.0313363936901408,0.0672986805925926,0.0309342778196721,0.291268233073171,0.597994029560284
0.039558096971831,0.0892971600123457,0.0390690394590164,0.354188339243902,0.724229298517731
0.0393720054788732,0.0898063364197531,0.0390158940491803,0.355701078097561,0.723942845099291
0.0388664221690141,0.0883563252222222,0.0384099713114754,0.35202065502439,0.721884694397163
0.0381679770140845,0.0864372612716049,0.0376410997377049,0.348462614780488,0.723380344787234
0.0385577056619718,0.0873640407530864,0.0380396600819672,0.35036409102439,0.725799392744681
0.0382638773380282,0.086983347962963,0.0378228939180328,0.349429334682927,0.723869401574468
0.0380717381126761,0.0866757279382716,0.037666295852459,0.348945854951219,0.72314552735461
0.0380934887464789,0.0869330158148148,0.0376479813934426,0.35019800604878,0.723834598439716
0.0387065420985915,0.0882659860123457,0.0382285386721311,0.35304016595122,0.726870052780142
0.0386284651408451,0.0875419140123457,0.0380479714918033,0.350290913804878,0.723547984453901
0.0485639453380282,0.105930186469136,0.0494762836393443,0.372146674,0.70114617029078
0.0482104990140845,0.105507797617284,0.0488907952622951,0.372327012195122,0.703240905865248
0.0477343357323944,0.104620999740741,0.0485173738688525,0.371424883243902,0.703373793134752
0.0476921576760563,0.104571350679012,0.0486034983114754,0.37118530497561,0.703276872992908
0.0480986968169014,0.105283830283951,0.0490350358360656,0.372910785585366,0.706071196219858
0.0472877531267606,0.103811732728395,0.0479978078360656,0.370037734756098,0.70239518458156
0.0474129333380282,0.10397659908642,0.0481470106721311,0.369979503317073,0.702645974460993
0.0474103373802817,0.103886106790123,0.0481075771967213,0.369624191634146,0.702367543574468
0.0484544674225352,0.106228694,0.0494071710327869,0.374353645292683,0.706217940702128
0.048451317,0.107018927493827,0.0494427734426229,0.378498332341463,0.71197475712766
0.0440334844929577,0.085755056,0.045393704147541,0.315316181,0.647295638035461
0.0449726344225352,0.0869114925802469,0.046956576557377,0.316470501390244,0.648217710751773
