"Blue","Green","Red","NIR1"
0.031411343442623,0.063814097021978,0.0390727514320988,0.593638449197531
0.0315128335081967,0.0643090641978022,0.0393920125308642,0.606130810691358
0.0303409324098361,0.0628106620659341,0.038217607308642,0.601735100061728
0.0320451048196721,0.0654183832307692,0.0403596134814815,0.613835434296296
0.0318575203114754,0.0653474086263736,0.0404366471234568,0.617623127259259
0.0313639072459016,0.0642065021758242,0.0396552311728395,0.612632781641975
0.0315724150491803,0.0650395681098901,0.0401363628641975,0.619147294333333
0.0314984234590164,0.0648624390879121,0.0402994776666667,0.608293493148148
0.0304647567213115,0.0628232173956044,0.0387202679382716,0.601831345333333
0.030339837557377,0.0626818156923077,0.0393002614074074,0.595690362876543
0.0381727972786885,0.0826487806153846,0.0510253611728395,0.722392607753086
0.0379744929180328,0.0830140752527472,0.0511743813950617,0.722082318888889
0.0374915104262295,0.0817180940989011,0.0503689942716049,0.720152816061728
0.0368280061967213,0.0800000781538461,0.0492570589753086,0.721757701641975
0.0372110162459016,0.0808396398571429,0.0497917888518518,0.724171005407407
0.0369138938196721,0.0804521992967033,0.0495474790617284,0.722225827222222
0.0367198728852459,0.0801395605714286,0.0493985686419753,0.721493803444444
0.0367432660819672,0.0803895006483517,0.0494081245185185,0.722135385271605
0.0373274679672131,0.081625888032967,0.0501976061604938,0.725117525654321
0.0372577231311475,0.0810024507362637,0.0498750212716049,0.721907717814815
0.0469802444098361,0.0983208333296703,0.0634107032592593,0.698539000358025
0.0466139431147541,0.0979206138131868,0.0628699183580247,0.700724327666667
0.0461463085081967,0.0971055872967033,0.0623550787530864,0.700745494851852
0.046097282295082,0.0970581738461539,0.062405348962963,0.700709854567901
0.0465089541311475,0.0977328767142857,0.0628728673950617,0.703444412160494
0.0457183150491803,0.0963307363406593,0.0617822605925926,0.699874504395062
0.0458442265409836,0.0964931264945055,0.0619275253209877,0.700016516790123
0.0458452743606557,0.096421605043956,0.0618932561975309,0.699856077901235
0.0468663682622951,0.0985317582527473,0.0635004844197531,0.703673304851852
0.0468353337377049,0.0992367544505495,0.0636756497530864,0.709364020851852
0.042940372,0.0801045487362637,0.0549530703950617,0.645307398049383
0.0438809610491803,0.0812312505934066,0.056433247654321,0.646077422950617
0.0427518114918033,0.0791103396373626,0.0540631155555556,0.643748617814815
0.0408880685901639,0.0751987796153846,0.0510293310246914,0.624951512469136
0.0440959699672131,0.0820689259120879,0.0560999612592593,0.656950242135802
0.0443014738032787,0.0823591850989011,0.0563099151728395,0.658876870283951
0.0438444946885246,0.0818629736703297,0.0558690438395062,0.659552779308642
0.0446686980819672,0.0825902304945055,0.0569629473333333,0.655598839604938
0.0452939948360656,0.0835368748021978,0.0574995418641975,0.661875695493827
0.0411322198852459,0.0753681665934066,0.051483528691358,0.624863563148148
0.0317020439836066,0.0567213373736264,0.0367820685432099,0.563250313197531
0.0313131188852459,0.0559361467472527,0.0363093596790123,0.564744246925926
0.0310383509508197,0.0557489291648352,0.0360582866172839,0.567050103987654
0.0299718362622951,0.0540031339230769,0.0348689851481482,0.565524684691358
0.0300267943278689,0.0539202283846154,0.0348313215555556,0.568284705654321
0.0320853920655738,0.0575896779450549,0.0373895691604938,0.580885591666667
0.0313981353934426,0.0561524079230769,0.0364397962716049,0.580688496765432
0.0299584398360656,0.0537825394505494,0.0347135870246914,0.573376106259259
0.0303109932786885,0.0543825473406593,0.0351523837283951,0.571999641197531
0.0306305973278689,0.0548164581318681,0.0354311512222222,0.57276877708642
