"Blue","Green","Red","VRE2","NIR1"
0.0406721500049751,0.0490139430149254,0.0528970558415842,0.252940649306931,0.464422675613466
0.0408472032537313,0.0493579061144279,0.0534678897227723,0.257379266891089,0.474473061890274
0.0396149229552239,0.0480439923830846,0.0521268431485149,0.254851526415842,0.469845130057357
0.0413888359353234,0.0503074405124378,0.0546501238415842,0.261070534188119,0.4798980289202
0.0412291652935323,0.0502538166567164,0.0548205990792079,0.261994692643564,0.483248853516209
0.0404746709950249,0.0493597707910448,0.0537699510594059,0.258828845207921,0.47841645134414
0.0408990975024876,0.0499558548905473,0.0544779313465347,0.261935381188119,0.483131235244389
0.0408117858656716,0.0499225956666667,0.0544297628217822,0.257876570871287,0.47639004859601
0.0395081460298507,0.0482413268706468,0.0525723784752475,0.253876303287129,0.47083814036409
0.0392325781492537,0.048340667721393,0.0531779838514852,0.251620754940594,0.465991296718204
0.0508659099900498,0.063153312079602,0.0677303439504951,0.307682470247525,0.563049559381546
0.0508311723482587,0.0633453128557214,0.0680020788613861,0.308340202326733,0.562816382738155
0.0500526022288557,0.0623687085223881,0.0668939122079208,0.306028025207921,0.559519221521197
0.0490928914726368,0.0610549496119403,0.0655682897326733,0.304067682089109,0.560313758526185
0.0495833112736318,0.0617037254129353,0.0662035847623762,0.305454473970297,0.561617652730673
0.0492597018159204,0.0613875945373134,0.0659482425841584,0.304616479247525,0.560580534521197
0.0491135341691542,0.0611642280248756,0.0657659153663366,0.304167502079208,0.560552195840399
0.0491672319402985,0.0612794954228856,0.0658883786633663,0.304913372653465,0.560945726810474
0.0499897035970149,0.062236042840796,0.0668134869207921,0.307007487792079,0.564419094296758
0.0496762661243781,0.0618179140248756,0.0662827286435644,0.305014745257426,0.560279780735661
0.060332395358209,0.0763606685920398,0.0810602955445545,0.31589041229703,0.555617417820449
0.0599347164129353,0.0759205778756219,0.0804718943861386,0.316151491544554,0.556625919361596
0.0594543735174129,0.0752743453233831,0.0799510582079208,0.315601058871287,0.55803973565586
0.0593766465074627,0.0752537809502488,0.0800011388712871,0.315495871940594,0.557086625855362
0.0598336729751244,0.0758029438756219,0.0805430633366337,0.31699515239604,0.559501110291771
0.0588735353681592,0.0746414997960199,0.079299219029703,0.314587407316832,0.555710661376559
0.0590737871890547,0.0747867800099502,0.0793859674059406,0.314593595465347,0.555986946812968
0.0590340276567164,0.074741395960199,0.079314607029703,0.314340052059406,0.556206051321696
0.0602442794875622,0.0764749934079602,0.0811890235643564,0.31778647580198,0.559082121159601
0.0605283101492537,0.076847469278607,0.0816855035148515,0.320863890683168,0.564999639688279
