"Green","Red","VRE2","NIR1"
0.0786361975853659,0.0288294493414634,0.433667632833333,0.580430884560976
0.079247790195122,0.0290608974146341,0.441418587,0.592523710585366
0.0776314739756098,0.0279956988780488,0.4377957095,0.588480593292683
0.080548367195122,0.0299444085365854,0.4471867105,0.600110204634146
0.0804502503902439,0.030070141195122,0.448694067,0.603551166219512
0.0790244303414634,0.029504782902439,0.4432509385,0.598432074902439
0.0801515388780488,0.0297499569512195,0.448559833,0.605061270682927
0.079906849,0.029942556097561,0.440732361666667,0.593891107902439
0.0774924281219512,0.0286527801463415,0.4349471875,0.587594208097561
0.077192270804878,0.0293591593414634,0.429535404,0.580936833512195
0.102218433146341,0.0368412233658537,0.5171806185,0.708595425097561
0.10285763202439,0.0367813590243902,0.518351611333333,0.708456750243902
0.101172349317073,0.0362530806341463,0.514583616166667,0.706563894268293
0.0990045994146341,0.0355056469756098,0.511296795666667,0.707655361341463
0.100041558804878,0.0358645313902439,0.513403273333333,0.709828555804878
0.0996136085609756,0.0356674985365854,0.5120006745,0.708098802121951
0.0992584546341463,0.0355337446585366,0.5113946975,0.707271395073171
0.0996037036097561,0.0355075905609756,0.513068412666667,0.708051457756098
0.101110425292683,0.0360592031219512,0.51613023,0.710990754780488
0.100255640609756,0.0359092562682927,0.512934896,0.70790735402439
0.120084672414634,0.046940086097561,0.525894744166667,0.684855814317073
0.119677957243902,0.046334197195122,0.5267329045,0.687066658170732
0.118755505,0.0459863126829268,0.526155239833333,0.687060102146342
0.118644532146341,0.0460460038780488,0.525905996166667,0.686958293487805
0.119398297268293,0.0464777808780488,0.528294247833333,0.689690933
0.117823038414634,0.0454669161219512,0.524720717166667,0.686199760365854
0.117964211219512,0.0456375710487805,0.524734067666667,0.686354674707317
0.117886322146341,0.0456114747073171,0.524427719833333,0.686102863
0.120443426170732,0.0468594489512195,0.529350045333333,0.689952258658537
0.121485099097561,0.0468585795609756,0.534968883333333,0.695685892585366
0.0961176745365854,0.0436342617317073,0.457516183,0.631912899243902
0.0972112323414634,0.045220394097561,0.458420626333333,0.632603087878049
0.0948601297804878,0.0429705214146341,0.456335620666667,0.630592489073171
0.0902424874390244,0.0404168713658537,0.442341841833333,0.612097997073171
0.0984710716585366,0.0445330646097561,0.4670296745,0.643569005658537
0.098775021,0.0447030551463415,0.469016856166667,0.645472908243902
0.0983149769512195,0.0442652460731707,0.468948994333333,0.646058728731707
0.0988908026585366,0.0455374975121951,0.4671406095,0.642225454731707
0.100020756195122,0.0459315766341463,0.471444356333333,0.648280706902439
0.0903401526585366,0.0410073670731707,0.443505384,0.612108028219512
0.0676251895121951,0.0287384727317073,0.37175999,0.549930048902439
0.066745603902439,0.0284460378536585,0.371967128833333,0.551275765073171
0.0666069117804878,0.0281673183658537,0.373876229,0.553620604073171
0.0645857514390244,0.027239778097561,0.370591570166667,0.551847962512195
0.064473421902439,0.0272157107804878,0.372358766166667,0.554515286365854
0.0688188420243902,0.0292871234634146,0.3857055995,0.567069372926829
0.0670952290731707,0.0285506983658537,0.383337449166667,0.566580066487805
0.064328681097561,0.0271445602439024,0.376408468,0.559296150219512
0.0649949840731707,0.0274997479756098,0.37621532,0.558029638414634
0.0655290369756098,0.0277693466341463,0.377274090166667,0.558878567073171
0.0936637562926829,0.0385312773902439,0.469161171833333,0.635774552170732
0.0883320692195122,0.0361971720487805,0.458836780666667,0.630716328341463
0.0888727344634146,0.0362929079512195,0.462388613666667,0.634784996804878
0.0835120625365854,0.034395172,0.447026068833333,0.621625242829268
0.0847268577317073,0.0343488499756098,0.456372618166667,0.633797262463415
0.0855336292682927,0.0345156214146341,0.457271112166667,0.632994684536585
0.0856387930487805,0.0348175170243902,0.453975529,0.628710877658537
0.084571658902439,0.034827808804878,0.450045131833333,0.625487016195122
0.0861937383414634,0.0355505354390244,0.454053145,0.629777461804878
0.0836065813902439,0.0345292862195122,0.447039267666667,0.622475426512195
0.0965165010731707,0.0738412124390244,0.314672365166667,0.371433417731707
0.0951917058048781,0.0722803341707317,0.312560939833333,0.369465733926829
0.0971812562439024,0.074065018097561,0.316332186666667,0.373207449390244
0.0974304744878049,0.0744884775853659,0.317600030833333,0.374574943634146
0.0990475713414634,0.075344386,0.323135725166667,0.380935708707317
0.098624490097561,0.0757130330243902,0.319272516166667,0.376526632463415
0.0963075712195122,0.0743812419268293,0.312180845666667,0.368344357121951
0.0970339272439024,0.0747900490487805,0.314184352833333,0.370476492658537
0.0971366737073171,0.0750292162926829,0.314137507666667,0.370132218682927
0.0943118594634146,0.072784345902439,0.306217916666667,0.361485360902439
0.17589239304878,0.109342473658537,0.631261649,0.728473012292683
0.175898350390244,0.109316704341463,0.632101393,0.729618400390244
0.17540999795122,0.110536338902439,0.630046305666667,0.727035223390244
0.175803172609756,0.112199537146341,0.628906352833333,0.725010237731707
0.175417923390244,0.112716206560976,0.627666295833333,0.723526037804878
0.175830378609756,0.113190065878049,0.6271726155,0.722800133243902
0.174414516585366,0.113366617170732,0.623476527666667,0.718525713439024
0.17408822504878,0.113241740170732,0.620183387,0.714270729756098
0.173721264780488,0.112721982609756,0.619170587166667,0.713100717560976
0.174595419707317,0.113344239,0.620558880833333,0.71455934802439
0.202967847853659,0.100314574146341,0.671369102666667,0.773992202658537
0.205251502146341,0.10269529497561,0.673774463833333,0.775976079731707
0.204593311439024,0.102059273365854,0.672746497,0.775368122512195
0.20362746002439,0.101162523219512,0.671605811,0.774177925560976
0.204644445146341,0.102299373902439,0.671894415666667,0.774416645170732
