"Costl_Arsol","Blue","Green","Yellow","Red","VRE2"
0.0461688420588235,0.0482935646229508,0.0878038032112676,0.0714932213846154,0.0535229203278689,0.319826611829268
0.0138549354313725,0.0171346880655738,0.0348804556197183,0.0350056163076923,0.0306480699344262,0.14307453
0.0151279876470588,0.0183697506721311,0.0357729142957747,0.0354357224230769,0.0304131589344262,0.140931205756098
0.0264492823529412,0.0329629731311475,0.063878470056338,0.0679217663461539,0.0568987328360656,0.27386389502439
0.0207467072156863,0.0228414247213115,0.0419819895915493,0.0336832475384615,0.0262253424098361,0.24550927802439
0.0248788922745098,0.027506412557377,0.0541686964366197,0.0423926131538462,0.031811130704918,0.314462400414634
0.0320248618039216,0.0341500406393443,0.0522303976619718,0.0478055331923077,0.0414438846229508,0.207753460878049
0.0197013623137255,0.0213197855409836,0.0381414877746479,0.0313972244615385,0.0247510034918033,0.228576816731707
0.0162739703137255,0.0214665768360656,0.0464840649577465,0.0369482443076923,0.0282799271639344,0.266919535804878
0.0194896885882353,0.0225569530327869,0.0499105225070423,0.0395797426923077,0.0277883215245902,0.23871817102439
0.0245817525294118,0.0296431657377049,0.048757625915493,0.0444604009615385,0.0382883604098361,0.22547511404878
0.0248804332156863,0.0282813481311475,0.046403941915493,0.0405157751538462,0.0332189144098361,0.216221873317073
0.0174922722745098,0.023233695295082,0.0459944798591549,0.0433865359230769,0.0349123421803279,0.196143183365854
0.0356321612745098,0.0394276214426229,0.0750481056478873,0.0681463778461538,0.0504714257377049,0.291952834878049
0.0164327452352941,0.0205470714918033,0.0512137614647887,0.0421455144615385,0.0281574088360656,0.257536071707317
0.0177337811960784,0.0196096925081967,0.0347737070140845,0.0303184368461538,0.0252093518360656,0.180695950926829
0.0210743573137255,0.0253059600491803,0.0525198688450704,0.0436190322692308,0.0307161777704918,0.212748191585366
0.0349563101176471,0.0382960378196721,0.056868552056338,0.0522591328846154,0.0452019668196721,0.19128704902439
0.0335633064509804,0.0522670246229508,0.115648206366197,0.105301710576923,0.075261498295082,0.448178150829268
